transaction_id,customer_age,transaction_amount,account_balance,avg_amount_3m,n_transactions_month,days_since_last_transaction,transaction_hour,transaction_type,channel,outlier_type
TX01441,38,47.07,2938.44,40.04,20,8,0,POS payment,POS terminal,none
TX01442,43,43.2,1583.4,46.61,9,4,12,POS payment,POS terminal,none
TX01443,43,58.13,2405.4,44.09,29,2,11,ATM withdrawal,ATM,none
TX01444,65,56.14,2202.43,40.7,33,6,8,online transfer,mobile app,none
TX01445,27,42.77,1534.54,42.26,12,4,10,bill payment,branch,none
TX01446,30,123.07,6716.27,111.05,36,3,12,online transfer,mobile app,none
TX01447,46,54.85,2395.78,59.06,20,3,22,bill payment,web banking,none
TX01448,49,83.06,1898.83,84.43,16,7,13,POS payment,POS terminal,none
TX01449,55,46.84,941.6,48.86,11,6,6,POS payment,POS terminal,none
TX01450,27,51.79,858.96,36.77,6,9,14,POS payment,POS terminal,none
TX01451,37,61.8,1471.6,54.51,11,9,19,online transfer,mobile app,none
TX01452,58,111.44,3602.98,102.08,24,6,19,POS payment,POS terminal,none
TX01453,63,21061.99,4253.78,71.38,14,9,17,ATM withdrawal,ATM,univariate
TX01454,64,45.68,1581.76,56.94,27,5,16,ATM withdrawal,ATM,none
TX01455,59,74.31,3031.27,71.93,23,4,9,POS payment,POS terminal,none
TX01456,41,81.8,1774.2,59.17,29,3,9,bill payment,branch,none
TX01457,43,52.25,1684.76,48.63,20,2,8,POS payment,POS terminal,none
TX01458,46,119.62,6433.91,105.13,45,1,12,ATM withdrawal,ATM,none
TX01459,61,50.49,1500.96,49.36,15,3,9,POS payment,POS terminal,none
TX01460,28,59.55,1792.49,46.93,7,7,14,online transfer,web banking,none
TX01461,49,71.12,2015.86,54.67,32,3,12,online transfer,web banking,none
TX01462,68,81.03,1974.47,61.7,26,3,14,online transfer,web banking,none
TX01463,45,128.59,4507.32,64.79,20,3,17,POS payment,POS terminal,none
TX01464,76,50.09,2782.23,46.03,20,4,18,POS payment,POS terminal,none
TX01465,69,65.28,2134.23,58.03,13,5,11,online transfer,web banking,none
TX01466,28,78.98,2779.12,58.79,29,5,14,ATM withdrawal,ATM,none
TX01467,37,65.17,2876.49,76.08,22,5,17,POS payment,POS terminal,none
TX01468,67,70.23,1364.24,63.28,22,7,19,POS payment,POS terminal,none
TX01469,57,88.89,2572.83,68.65,21,2,15,online transfer,web banking,none
TX01470,41,104.74,3182.09,78.39,19,9,10,ATM withdrawal,ATM,none
TX01471,67,78.22,2326.46,48.87,22,8,4,ATM withdrawal,ATM,none
TX01472,30,76.26,1022.22,49.8,4,8,19,bill payment,web banking,none
TX01473,27,42.99,1253.57,46.4,17,5,9,ATM withdrawal,ATM,none
TX01474,54,61.49,1336.87,57.0,22,4,11,online transfer,mobile app,none
TX01475,47,60.52,1782.16,62.74,27,7,15,POS payment,POS terminal,none
TX01476,40,95.25,4168.22,88.29,25,3,9,POS payment,POS terminal,none
TX01477,65,41.85,1003.86,41.42,7,5,19,online transfer,web banking,none
TX01478,45,67.55,1798.74,49.46,7,10,13,online transfer,mobile app,none
TX01479,50,96.46,2118.11,87.17,23,6,13,POS payment,POS terminal,none
TX01480,57,63.28,1264.58,51.89,21,3,18,bill payment,mobile app,none
TX01481,56,46.32,2350.48,39.34,18,4,14,online transfer,web banking,none
TX01482,39,102.48,4659.24,71.5,25,5,9,POS payment,POS terminal,none
TX01483,52,97.87,1781.93,75.09,31,2,15,ATM withdrawal,ATM,none
TX01484,44,61.33,1880.34,42.81,21,5,18,online transfer,mobile app,none
TX01485,63,47.73,1516.56,64.98,31,4,12,online transfer,mobile app,none
TX01486,70,82.67,3808.32,84.49,26,3,14,ATM withdrawal,ATM,none
TX01487,43,45.53,903.39,50.6,9,6,8,bill payment,web banking,none
TX01488,55,57.32,1419.41,48.78,14,7,12,POS payment,POS terminal,none
TX01489,46,51.78,2074.49,45.67,15,5,13,ATM withdrawal,ATM,none
TX01490,45,57.23,2001.91,49.36,26,3,20,online transfer,web banking,none
TX01491,65,65.7,1809.9,76.63,18,12,2,POS payment,POS terminal,none
TX01492,18,118.27,2193.53,89.17,23,4,13,online transfer,web banking,none
TX01493,44,79.2,2606.44,61.73,15,5,6,online transfer,web banking,none
TX01494,58,59.78,1096.16,61.36,29,2,16,POS payment,POS terminal,none
TX01495,50,43.27,1412.2,54.04,13,3,9,ATM withdrawal,ATM,none
TX01496,32,43.96,972.0,46.96,12,6,14,online transfer,mobile app,none
TX01497,59,99.56,3037.72,86.65,13,5,14,online transfer,mobile app,none
TX01498,33,66.31,1393.31,39.16,27,2,13,POS payment,POS terminal,none
TX01499,35,68.62,2592.75,54.57,21,2,19,online transfer,mobile app,none
TX01500,55,112.55,5114.9,92.97,34,2,9,POS payment,POS terminal,none
